loan_id,account_id,loan_date,amount,duration,payments,status
6934,9494,1315,116832,12,9736.00,0
6028,5072,1315,317520,60,5292.00,2
6490,7262,1316,73260,60,1221.00,2
6415,6950,1318,475680,48,9910.00,2
7087,10215,1326,44304,24,1846.00,2
5420,2247,1330,72504,24,3021.00,2
5977,4803,1331,59136,48,1232.00,2
6824,9052,1332,71976,24,2999.00,3
5207,1244,1334,35904,48,748.00,2
7115,10351,1338,88704,48,1848.00,2
7250,11069,1338,119136,48,2482.00,2
6010,4969,1340,150180,60,2503.00,2
6088,5317,1341,90180,36,2505.00,2
5682,3455,1341,67464,12,5622.00,0
7201,10807,1341,67464,12,5622.00,0
6938,9504,1344,341280,60,5688.00,2
6875,9235,1347,83280,48,1735.00,2
5953,4715,1348,97176,24,4049.00,2
5942,4681,1349,162624,48,3388.00,2
5382,2134,1351,22932,36,637.00,2
6377,6792,1351,17184,12,1432.00,0
5931,4618,1351,66696,24,2779.00,3
5992,4863,1352,76080,12,6340.00,0
5790,4033,1354,84288,48,1756.00,2
6753,8688,1354,67980,12,5665.00,0
6562,7674,1355,94488,24,3937.00,2
7046,10049,1362,91632,12,7636.00,0
5868,4361,1363,90156,12,7513.00,0
5784,3967,1363,84600,36,2350.00,3
5878,4415,1366,74040,12,6170.00,0
5110,675,1366,102240,60,1704.00,2
5210,1252,1366,148140,36,4115.00,2
7230,10954,1367,18720,60,312.00,2
5005,176,1375,27456,12,2288.00,0
6871,9225,1378,164256,48,3422.00,2
5363,2051,1387,293880,60,4898.00,3
7253,11079,1391,98304,12,8192.00,0
6055,5181,1393,399120,60,6652.00,2
5072,472,1393,196800,24,8200.00,3
6913,9377,1394,99936,24,4164.00,2
6386,6856,1395,124344,36,3454.00,2
5634,3229,1396,39024,12,3252.00,0
5758,3859,1397,307200,60,5120.00,3
6819,9031,1398,50112,24,2088.00,2
7088,10233,1398,239160,60,3986.00,2
5039,314,1398,66840,24,2785.00,2
5532,2754,1399,335280,48,6985.00,2
6037,5118,1399,53232,48,1109.00,2
6322,6510,1401,76992,24,3208.00,2
6887,9263,1403,39576,12,3298.00,0
6660,8094,1404,220428,36,6123.00,2
5451,2350,1406,159744,48,3328.00,2
6014,4999,1413,165168,36,4588.00,2
5556,2872,1414,268320,60,4472.00,2
6346,6649,1417,100260,60,1671.00,2
5850,4293,1417,164196,36,4561.00,2
5940,4660,1423,106944,24,4456.00,2
7119,10361,1428,86880,12,7240.00,0
5253,1447,1429,100080,48,2085.00,2
6851,9138,1429,272220,60,4537.00,3
6695,8320,1430,309660,60,5161.00,2
6908,9353,1434,188616,24,7859.00,2
7255,11096,1435,213300,60,3555.00,2
5674,3418,1436,207264,48,4318.00,2
6278,6265,1436,87360,24,3640.00,2
5486,2516,1439,466608,48,9721.00,2
5174,1093,1439,385104,48,8023.00,2
6621,7957,1440,42900,12,3575.00,0
6313,6461,1441,150912,36,4192.00,2
6435,7045,1442,288720,48,6015.00,2
6970,9677,1443,31620,60,527.00,2
6310,6440,1443,34572,12,2881.00,0
5932,4626,1444,33348,12,2779.00,0
6877,9241,1445,285240,60,4754.00,2
6763,8772,1445,88272,48,1839.00,2
7085,10202,1445,305424,48,6363.00,2
7049,10063,1450,233424,36,6484.00,2
6959,9633,1456,59448,24,2477.00,3
5214,1270,1457,74772,36,2077.00,2
6350,6678,1465,294384,48,6133.00,2
5063,442,1466,357840,48,7455.00,3
5041,319,1467,369000,60,6150.00,2
5086,525,1472,210384,48,4383.00,2
6942,9513,1472,18324,12,1527.00,0
5270,1528,1477,191088,48,3981.00,2
6705,8381,1481,333648,48,6951.00,3
7051,10068,1484,77808,12,6484.00,0
6758,8742,1485,33144,12,2762.00,0
6249,6138,1486,67608,24,2817.00,2
5808,4099,1487,41856,48,872.00,2
5377,2116,1491,92400,12,7700.00,0
5446,2334,1491,48312,24,2013.00,2
5856,4320,1496,51360,12,4280.00,1
4986,97,1497,102876,12,8573.00,0
7001,9859,1497,300600,60,5010.00,2
6677,8169,1499,97980,60,1633.00,2
6665,8114,1502,99300,60,1655.00,2
5817,4127,1502,100800,24,4200.00,3
6984,9730,1502,116040,60,1934.00,2
6541,7565,1504,153504,48,3198.00,2
5117,718,1507,76944,12,6412.00,0
6097,5362,1508,202848,48,4226.00,2
5389,2165,1509,78600,24,3275.00,2
7219,10905,1510,57120,48,1190.00,2
6338,6592,1511,390660,60,6511.00,2
6922,9424,1513,83628,36,2323.00,2
5367,2064,1513,83628,36,2323.00,2
5638,3249,1514,68124,12,5677.00,0
5830,4190,1515,405780,60,6763.00,2
5338,1888,1517,57360,12,4780.00,1
6007,4949,1517,289920,48,6040.00,2
6612,7907,1518,97392,12,8116.00,0
5718,3637,1519,14028,12,1169.00,0
6104,5395,1523,158184,36,4394.00,2
5229,1329,1524,23520,12,1960.00,0
6625,7966,1525,473280,60,7888.00,3
5206,1242,1525,128544,24,5356.00,2
5963,4746,1525,204780,60,3413.00,2
4990,110,1526,162576,36,4516.00,2
6641,8026,1527,128268,36,3563.00,2
5369,2080,1530,214596,36,5961.00,2
6196,5837,1532,177804,36,4939.00,2
5236,1374,1533,389136,48,8107.00,2
5719,3664,1538,271584,48,5658.00,2
5643,3273,1539,94512,12,7876.00,1
7050,10065,1541,311232,48,6484.00,2
6355,6699,1542,127200,48,2650.00,2
6688,8268,1544,8616,24,359.00,2
6239,6083,1546,360864,48,7518.00,3
5531,2753,1548,66432,24,2768.00,2
6113,5445,1549,78696,36,2186.00,2
7181,10679,1550,197808,24,8242.00,2
6118,5477,1552,349392,48,7279.00,2
7264,11141,1555,44940,12,3745.00,0
5343,1906,1556,44952,24,1873.00,2
5051,378,1559,230400,60,3840.00,2
5779,3942,1562,107352,36,2982.00,2
6605,7890,1562,79344,48,1653.00,2
6655,8085,1565,260400,60,4340.00,3
6534,7542,1567,590820,60,9847.00,2
5681,3448,1568,68664,24,2861.00,2
6607,7894,1569,153144,36,4254.00,2
6242,6097,1570,26208,36,728.00,2
7242,11027,1571,48096,24,2004.00,2
7277,11231,1572,89280,12,7440.00,0
6675,8158,1580,238716,36,6631.00,2
5398,2187,1583,53472,12,4456.00,0
5956,4725,1583,168264,36,4674.00,2
5731,3711,1584,460980,60,7683.00,3
6956,9631,1588,59448,24,2477.00,2
6437,7052,1588,63972,36,1777.00,3
5447,2335,1591,541200,60,9020.00,3
5973,4784,1603,219456,48,4572.00,2
6075,5267,1605,129312,24,5388.00,3
5281,1580,1606,194256,24,8094.00,2
5103,666,1607,12540,12,1045.00,0
6468,7176,1609,203940,60,3399.00,2
7209,10857,1609,385560,60,6426.00,3
5584,2986,1615,24792,24,1033.00,2
4988,103,1615,265320,36,7370.00,3
6502,7424,1617,30276,12,2523.00,0
5651,3329,1617,19248,12,1604.00,0
4962,25,1617,30276,12,2523.00,0
5862,4342,1618,100128,24,4172.00,2
7199,10789,1618,45768,12,3814.00,0
6727,8505,1619,42840,12,3570.00,0
7279,11244,1620,155760,24,6490.00,2
6544,7594,1620,130464,48,2718.00,2
5933,4631,1622,87528,24,3647.00,2
6574,7745,1629,77544,36,2154.00,2
6399,6902,1630,49320,36,1370.00,2
7187,10711,1633,24180,60,403.00,2
6353,6686,1634,116496,24,4854.00,2
5043,339,1634,468060,60,7801.00,2
5469,2445,1635,293160,60,4886.00,2
5976,4794,1636,465504,48,9698.00,3
6059,5196,1637,79824,12,6652.00,0
5799,4052,1637,106128,36,2948.00,2
6147,5602,1637,177504,48,3698.00,2
6254,6157,1637,247920,48,5165.00,2
7100,10280,1640,348120,60,5802.00,2
7147,10478,1642,267600,48,5575.00,2
5909,4550,1643,61320,60,1022.00,2
7037,10022,1643,218064,48,4543.00,2
5782,3953,1644,63576,12,5298.00,2
6237,6075,1646,407952,48,8499.00,3
6552,7632,1648,170448,48,3551.00,2
7067,10134,1651,136368,24,5682.00,2
5320,1819,1651,143676,36,3991.00,2
5930,4616,1652,66696,24,2779.00,2
6486,7240,1655,152160,60,2536.00,2
5245,1407,1657,125472,24,5228.00,2
6643,8038,1658,35856,24,1494.00,2
5260,1480,1659,123300,36,3425.00,2
5569,2936,1660,504000,60,8400.00,2
7110,10345,1661,31260,12,2605.00,2
7139,10445,1662,23412,12,1951.00,2
6791,8926,1663,566640,60,9444.00,2
5360,2035,1665,176328,36,4898.00,2
5287,1638,1666,64224,24,2676.00,2
6553,7636,1666,42384,12,3532.00,2
7072,10148,1667,22104,12,1842.00,2
6044,5133,1667,57060,12,4755.00,2
5332,1869,1669,37944,36,1054.00,2
6866,9201,1676,122472,24,5103.00,2
6633,7997,1676,160656,24,6694.00,2
6926,9455,1678,374760,60,6246.00,2
6442,7082,1679,194160,48,4045.00,2
5889,4456,1680,321240,60,5354.00,2
5765,3875,1681,153936,24,6414.00,2
5124,785,1683,156096,36,4336.00,2
5491,2545,1684,428784,48,8933.00,2
6730,8523,1686,93036,12,7753.00,2
7151,10493,1689,133800,24,5575.00,2
5140,873,1695,178500,60,2975.00,2
7171,10650,1695,196224,48,4088.00,2
6568,7713,1696,220440,60,3674.00,2
6861,9179,1699,215040,60,3584.00,2
6855,9153,1700,52236,36,1451.00,2
7129,10404,1700,194280,60,3238.00,2
5384,2142,1706,23328,12,1944.00,2
6859,9167,1706,272220,60,4537.00,2
5772,3906,1707,334620,60,5577.00,2
5665,3390,1710,40632,12,3386.00,2
6495,7274,1711,49044,12,4087.00,2
5061,440,1712,84288,48,1756.00,2
6948,9560,1714,157068,36,4363.00,2
5773,3907,1715,133848,24,5577.00,2
6052,5164,1722,22356,36,621.00,2
6682,8225,1729,36204,12,3017.00,3
6083,5305,1730,240528,48,5011.00,2
6962,9646,1732,279072,48,5814.00,2
5158,1004,1741,188532,36,5237.00,2
6464,7156,1746,49488,24,2062.00,2
5172,1083,1746,50976,36,1416.00,2
5582,2982,1747,41256,12,3438.00,2
6136,5572,1749,140880,60,2348.00,2
6235,6062,1749,321360,60,5356.00,2
6508,7437,1749,110736,48,2307.00,2
4968,38,1749,110736,48,2307.00,2
6632,7990,1753,144960,48,3020.00,2
7195,10774,1753,339168,48,7066.00,2
5525,2720,1757,93888,36,2608.00,2
6320,6495,1758,104964,12,8747.00,2
6766,8784,1758,74352,24,3098.00,2
6872,9227,1759,191580,60,3193.00,2
5906,4533,1765,81144,36,2254.00,2
7172,10652,1767,45720,12,3810.00,2
6571,7733,1772,140064,24,5836.00,2
5616,3143,1775,130896,24,5454.00,2
6312,6453,1777,10944,36,304.00,2
6470,7181,1777,49872,12,4156.00,2
5147,938,1781,22260,60,371.00,2
5501,2622,1781,136344,24,5681.00,2
6436,7049,1782,495180,60,8253.00,2
5699,3562,1784,174960,24,7290.00,2
5313,1776,1787,43200,24,1800.00,2
6234,6061,1788,5148,12,429.00,2
6569,7721,1788,45456,12,3788.00,2
7202,10812,1789,140688,48,2931.00,2
5683,3460,1789,140688,48,2931.00,2
5034,303,1790,112752,36,3132.00,2
5435,2279,1792,314688,48,6556.00,2
5815,4116,1794,151200,36,4200.00,2
5589,3005,1796,390000,48,8125.00,2
6746,8639,1797,185640,60,3094.00,2
6790,8919,1799,76104,24,3171.00,2
6857,9159,1799,69600,48,1450.00,2
6450,7099,1801,234336,48,4882.00,2
7221,10915,1802,152460,60,2541.00,2
5527,2728,1806,156420,60,2607.00,2
5620,3161,1807,30012,12,2501.00,2
6215,5944,1809,78720,48,1640.00,2
7167,10644,1809,269964,36,7499.00,2
5823,4144,1812,212976,36,5916.00,2
6207,5912,1814,184620,60,3077.00,2
6932,9491,1816,225504,48,4698.00,2
5669,3403,1818,71820,36,1995.00,2
5154,993,1822,108720,60,1812.00,2
7168,10645,1826,208332,36,5787.00,2
5585,2988,1829,88608,12,7384.00,2
7200,10799,1832,31140,60,519.00,2
6539,7559,1832,12792,12,1066.00,2
5774,3916,1833,96984,36,2694.00,2
6357,6706,1833,64860,60,1081.00,2
5042,330,1833,331584,48,6908.00,2
5015,226,1833,109344,12,9112.00,2
5354,2000,1835,290820,60,4847.00,2
6054,5180,1837,58764,12,4897.00,2
7295,11328,1839,280440,60,4674.00,2
5365,2055,1840,271260,60,4521.00,2
6755,8713,1845,170700,60,2845.00,2
5991,4858,1848,335184,48,6983.00,3
7035,10005,1850,210744,36,5854.00,2
5893,4467,1855,86184,36,2394.00,2
7164,10613,1867,249792,48,5204.00,2
5304,1718,1872,172272,24,7178.00,2
5561,2910,1881,437460,60,7291.00,2
5520,2699,1882,231168,48,4816.00,2
5241,1389,1885,125472,24,5228.00,2
7096,10257,1885,37812,12,3151.00,2
6078,5283,1892,170832,48,3559.00,2
5046,349,1892,42816,12,3568.00,2
5334,1876,1893,209040,24,8710.00,2
6969,9673,1895,88200,36,2450.00,2
6821,9037,1898,321936,48,6707.00,2
5760,3862,1901,74916,36,2081.00,2
5614,3137,1904,253560,60,4226.00,2
7091,10243,1905,113436,36,3151.00,2
5698,3556,1905,174840,60,2914.00,2
5169,1068,1907,253200,60,4220.00,2
7294,11327,1910,39168,24,1632.00,2
5318,1808,1913,385584,48,8033.00,2
5368,2073,1918,44640,24,1860.00,2
6923,9433,1918,44640,24,1860.00,2
5463,2413,1919,17952,12,1496.00,2
5265,1498,1920,165780,60,2763.00,2
6321,6505,1921,38496,12,3208.00,2
5226,1318,1924,185544,36,5154.00,2
6868,9208,1925,82128,24,3422.00,2
4967,37,1927,318480,60,5308.00,3
5293,1656,1942,189792,48,3954.00,2
5865,4354,1943,327660,60,5461.00,2
5841,4268,1948,41988,12,3499.00,2
5526,2725,1952,69624,36,1934.00,2
6852,9140,1954,16032,48,334.00,2
6469,7180,1961,99744,24,4156.00,2
6168,5698,1965,99216,36,2756.00,2
7292,11317,1966,317460,60,5291.00,2
5036,309,1969,91248,48,1901.00,2
5644,3293,1971,276084,36,7669.00,2
6856,9156,1975,163332,36,4537.00,2
5428,2262,1976,230220,36,6395.00,2
5027,276,1976,160920,36,4470.00,2
4989,105,1979,352704,48,7348.00,2
5221,1284,1979,52512,12,4376.00,2
6402,6922,1980,139488,24,5812.00,2
5346,1928,1980,55632,24,2318.00,2
6748,8645,1982,240900,60,4015.00,2
